ItemNo,Description,ProductCode,ColourCode,ColourDesc,SizeCode,SizeDesc,Weight,Category,Stock,StockLevel,StockDueDate,EAN,Stock in 7 Days,Stock in 30 Days
807ORSM,UC807 - Orange - Small - Hi-Viz Trouser,UC807,OR,Orange,S,Small,0,HIVIZ,921,921,,5055682058448,,
807ORXL,UC807 - Orange - XL - Hi-Viz Trouser,UC807,OR,Orange,XL,X Large,0,HIVIZ,88,88,,5055682058455,,
807YW2XL,UC807 - Yellow - XXL - Hi-Viz Trouser,UC807,YW,Yellow,2XL,XX Large,0,HIVIZ,912,912,,5055682031038,0,250
807YW3XL,UC807 - Yellow - 3XL - Hi-Viz Trouser,UC807,YW,Yellow,3XL,XXXL Large,0,HIVIZ,770,770,,5055682031045,,
807YW4XL,UC807 - Yellow - 4XL - Hi-Viz Trouser,UC807,YW,Yellow,4XL,XXXXL Large,0,HIVIZ,74,74,,5056449214589,,
807YW5XL,UC807 - Yellow - 5XL - Hi-Viz Trouser,UC807,YW,Yellow,5XL,5XL,0,HIVIZ,81,81,,5056449214596,,
807YWLR,UC807 - Yellow - Large - Hi-Viz Trouser,UC807,YW,Yellow,L,Large,0,HIVIZ,1000,1000,,5055682031014,0,400
807YWMD,UC807 - Yellow - Med - Hi-Viz Trouser,UC807,YW,Yellow,M,Medium,0,HIVIZ,1000,1000,,5055682031007,0,500
807YWSM,UC807 - Yellow - Small - Hi-Viz Trouser,UC807,YW,Yellow,S,Small,0,HIVIZ,1000,1000,,5055682030994,0,50
807YWXL,UC807 - Yellow - XL - Hi-Viz Trouser,UC807,YW,Yellow,XL,X Large,0,HIVIZ,1000,1000,,5055682031021,0,650
807YWXS,UC807 - Yellow - XSmall - Hi-Viz Trouser,UC807,YW,Yellow,XS,Xtra Small,0,HIVIZ,399,399,,5056449214602,,
850MSONE,UC850 - Type IIR Surgical Disposable Mask - Light Blue - One Size,,MS,Light Blue Mask,ONE SIZE,One Size,0,,1000,1000,,5056449210758,,
851MSONE,UC851 - Type 1 Youth Disposable Mask - Light Blue One Size,UC851,MS,Light Blue Mask,ONE SIZE,One Size,0,PPE,1000,1000,,5056449210765,,
853BKONE,UC853 - Anti-Microbial Washable Face Mask - Black,UC853,BK,Black,ONE SIZE,One Size,0,,1000,1000,,5056449214619,,
853WHONE,UC853 - Anti-Microbial Washable Face Mask - White,UC853,WH,White,ONE SIZE,One Size,0,,1000,1000,,5056449214626,,
901BK28L,"UC901L - Black - 28"" - Workwear Trouser - Long",UC901,BK,Black,28,28,0,WORKWEAR,368,368,,5055682031052,,
901BK28R,"UC901R - Black - 28"" - Workwear Trouser - Reg",UC901,BK,Black,28,28,0,WORKWEAR,6,6,,5055682031311,,
901BK30L,"UC901L - Black - 30"" - Workwear Trouser - Long",UC901,BK,Black,30,30,0,WORKWEAR,760,760,,5055682031069,,
901BK30R,"UC901R - Black - 30"" - Workwear Trouser - Reg",UC901,BK,Black,30,30,0,WORKWEAR,914,914,,5055682031328,,
901BK32L,"UC901L - Black - 32"" - Workwear Trouser - Long",UC901,BK,Black,32,32,0,WORKWEAR,710,710,,5055682031076,,
901BK32R,"UC901R - Black - 32"" - Workwear Trouser - Reg",UC901,BK,Black,32,32,0,WORKWEAR,924,924,,5055682031335,,
901BK34L,"UC901L - Black - 34"" - Workwear Trouser - Long",UC901,BK,Black,34,34,0,WORKWEAR,412,412,,5055682031083,,
901BK34R,"UC901R - Black - 34"" - Workwear Trouser - Reg",UC901,BK,Black,34,34,0,WORKWEAR,912,912,,5055682031342,,
901BK36L,"UC901L - Black - 36"" - Workwear Trouser - Long",UC901,BK,Black,36,36,0,WORKWEAR,574,574,,5055682031090,,
901BK36R,"UC901R - Black - 36"" - Workwear Trouser - Reg",UC901,BK,Black,36,36,0,WORKWEAR,457,457,,5055682031359,,
901BK38L,"UC901L - Black - 38"" - Workwear Trouser - Long",UC901,BK,Black,38,38,0,WORKWEAR,586,586,,5055682031106,,
901BK38R,"UC901R - Black - 38"" - Workwear Trouser - Reg",UC901,BK,Black,38,38,0,WORKWEAR,444,444,,5055682031366,,
901BK40L,"UC901L - Black - 40"" - Workwear Trouser - Long",UC901,BK,Black,40,40,0,WORKWEAR,360,360,,5055682031113,,
901BK40R,"UC901R - Black - 40"" - Workwear Trouser - Reg",UC901,BK,Black,40,40,0,WORKWEAR,821,821,,5055682031373,,
901BK42L,"UC901L - Black - 42"" - Workwear Trouser - Long",UC901,BK,Black,42,42,0,WORKWEAR,287,287,,5055682031120,,
901BK42R,"UC901R - Black - 42"" - Workwear Trouser - Reg",UC901,BK,Black,42,42,0,WORKWEAR,301,301,,5055682031380,,
901BK44L,"UC901L - Black - 44"" - Workwear Trouser - Long",UC901,BK,Black,44,44,0,WORKWEAR,280,280,,5055682031137,,
901BK44R,"UC901R - Black - 44"" - Workwear Trouser - Reg",UC901,BK,Black,44,44,0,WORKWEAR,522,522,,5055682031397,,
901BK46L,"UC901L - Black - 46"" - Workwear Trouser - Long",UC901,BK,Black,46,46,0,WORKWEAR,157,157,,5055682031144,,
901BK46R,"UC901R - Black - 46"" - Workwear Trouser - Reg",UC901,BK,Black,46,46,0,WORKWEAR,251,251,,5055682031403,,
901BK48L,"UC901L - Black - 48"" - Workwear Trouser - Long",UC901,BK,Black,48,48,0,WORKWEAR,323,323,,5055682031151,,
901BK48R,"UC901R - Black - 48"" - Workwear Trouser - Reg",UC901,BK,Black,48,48,0,WORKWEAR,416,416,,5055682031410,,
901BK50L,"UC901L - Black - 50"" - Workwear Trouser - Long",UC901,BK,Black,50,50,0,WORKWEAR,528,528,,5055682031168,,
901BK50R,"UC901R - Black - 50"" - Workwear Trouser - Reg",UC901,BK,Black,50,50,0,WORKWEAR,236,236,,5055682031427,,
901BK52L,"UC901L - Black - 52"" - Workwear Trouser - Long",UC901,BK,Black,52,52,0,WORKWEAR,566,566,,5055682031175,,
901BK52R,"UC901R - Black - 52"" - Workwear Trouser - Reg",UC901,BK,Black,52,52,0,WORKWEAR,116,116,,5055682031434,,
901NY28L,"UC901L - Navy - 28"" - Workwear Trouser - Long",UC901,NY,Navy,28,28,0,WORKWEAR,454,454,,5055682031182,,
901NY28R,"UC901R - Navy - 28"" - Workwear Trouser - Reg",UC901,NY,Navy,28,28,0,WORKWEAR,379,379,,5055682031441,,
901NY30L,"UC901L - Navy - 30"" - Workwear Trouser - Long",UC901,NY,Navy,30,30,0,WORKWEAR,435,435,,5055682031199,0,120
901NY30R,"UC901R - Navy - 30"" - Workwear Trouser - Reg",UC901,NY,Navy,30,30,0,WORKWEAR,521,521,,5055682031458,,
901NY32L,"UC901L - Navy - 32"" - Workwear Trouser - Long",UC901,NY,Navy,32,32,0,WORKWEAR,969,969,,5055682031205,0,200
901NY32R,"UC901R - Navy - 32"" - Workwear Trouser - Reg",UC901,NY,Navy,32,32,0,WORKWEAR,1000,1000,,5055682031465,0,220
901NY34L,"UC901L - Navy - 34"" - Workwear Trouser - Long",UC901,NY,Navy,34,34,0,WORKWEAR,1000,1000,,5055682031212,0,300
901NY34R,"UC901R - Navy - 34"" - Workwear Trouser - Reg",UC901,NY,Navy,34,34,0,WORKWEAR,1000,1000,,5055682031472,0,200
901NY36L,"UC901L - Navy - 36"" - Workwear Trouser - Long",UC901,NY,Navy,36,36,0,WORKWEAR,1000,1000,,5055682031229,0,470
901NY36R,"UC901R - Navy - 36"" - Workwear Trouser - Reg",UC901,NY,Navy,36,36,0,WORKWEAR,1000,1000,,5055682031489,0,350
901NY38L,"UC901L - Navy - 38"" - Workwear Trouser - Long",UC901,NY,Navy,38,38,0,WORKWEAR,1000,1000,,5055682031236,,
901NY38R,"UC901R - Navy - 38"" - Workwear Trouser - Reg",UC901,NY,Navy,38,38,0,WORKWEAR,1000,1000,,5055682031496,0,70
901NY40L,"UC901L - Navy - 40"" - Workwear Trouser - Long",UC901,NY,Navy,40,40,0,WORKWEAR,1000,1000,,5055682031243,0,400
901NY40R,"UC901R - Navy - 40"" - Workwear Trouser - Reg",UC901,NY,Navy,40,40,0,WORKWEAR,1000,1000,,5055682031502,0,70
901NY42L,"UC901L - Navy - 42"" - Workwear Trouser - Long",UC901,NY,Navy,42,42,0,WORKWEAR,692,692,,5055682031250,0,170
901NY42R,"UC901R - Navy - 42"" - Workwear Trouser - Reg",UC901,NY,Navy,42,42,0,WORKWEAR,974,974,,5055682031519,0,100
901NY44L,"UC901L - Navy - 44"" - Workwear Trouser - Long",UC901,NY,Navy,44,44,0,WORKWEAR,213,213,,5055682031267,0,70
901NY44R,"UC901R - Navy - 44"" - Workwear Trouser - Reg",UC901,NY,Navy,44,44,0,WORKWEAR,474,474,,5055682031526,0,20
901NY46L,"UC901L - Navy - 46"" - Workwear Trouser - Long",UC901,NY,Navy,46,46,0,WORKWEAR,401,401,,5055682031274,,
901NY46R,"UC901R - Navy - 46"" - Workwear Trouser - Reg",UC901,NY,Navy,46,46,0,WORKWEAR,121,121,,5055682031533,0,120
901NY48L,"UC901L - Navy - 48"" - Workwear Trouser - Long",UC901,NY,Navy,48,48,0,WORKWEAR,719,719,,5055682031281,,
901NY48R,"UC901R - Navy - 48"" - Workwear Trouser - Reg",UC901,NY,Navy,48,48,0,WORKWEAR,601,601,,5055682031540,,
901NY50L,"UC901L - Navy - 50"" - Workwear Trouser - Long",UC901,NY,Navy,50,50,0,WORKWEAR,934,934,,5055682031298,,
901NY50R,"UC901R - Navy - 50"" - Workwear Trouser - Reg",UC901,NY,Navy,50,50,0,WORKWEAR,355,355,,5055682031557,,
901NY52L,"UC901L - Navy - 52"" - Workwear Trouser - Long",UC901,NY,Navy,52,52,0,WORKWEAR,801,801,,5055682031304,,
901NY52R,"UC901R - Navy - 52"" - Workwear Trouser - Reg",UC901,NY,Navy,52,52,0,WORKWEAR,338,338,,5055682031564,,
902BK28L,"UC902L - Black - 28"" - Cargo Trouser - Long",UC902,BK,Black,28,28,0,WORKWEAR,359,359,,5055682031571,,
902BK28R,"UC902R - Black - 28"" - Cargo Trouser - Reg",UC902,BK,Black,28,28,0,WORKWEAR,1000,1000,,5055682031830,,
902BK28S,"UC902S - Black - 28"" - Cargo Trouser - Short",UC902,BK,Black,28,28,0,WORKWEAR,323,323,,5055682032097,0,170
902BK30L,"UC902L - Black - 30"" - Cargo Trouser - Long",UC902,BK,Black,30,30,0,WORKWEAR,0,0,08/01/2022,5055682031588,0,510
902BK30R,"UC902R - Black - 30"" - Cargo Trouser - Reg",UC902,BK,Black,30,30,0,WORKWEAR,2,2,,5055682031847,0,1270
902BK30S,"UC902S - Black - 30"" - Cargo Trouser - Short",UC902,BK,Black,30,30,0,WORKWEAR,999,999,,5055682032103,0,100
902BK32L,"UC902L - Black - 32"" - Cargo Trouser - Long",UC902,BK,Black,32,32,0,WORKWEAR,1000,1000,,5055682031595,0,20
902BK32R,"UC902R - Black - 32"" - Cargo Trouser - Reg",UC902,BK,Black,32,32,0,WORKWEAR,1000,1000,,5055682031854,0,2620
902BK32S,"UC902S - Black - 32"" - Cargo Trouser - Short",UC902,BK,Black,32,32,0,WORKWEAR,1000,1000,,5055682032110,0,100
902BK34L,"UC902L - Black - 34"" - Cargo Trouser - Long",UC902,BK,Black,34,34,0,WORKWEAR,1000,1000,,5055682031601,0,200
902BK34R,"UC902R - Black - 34"" - Cargo Trouser - Reg",UC902,BK,Black,34,34,0,WORKWEAR,1000,1000,,5055682031861,0,2800
902BK34S,"UC902S - Black - 34"" - Cargo Trouser - Short",UC902,BK,Black,34,34,0,WORKWEAR,1000,1000,,5055682032127,,
902BK36L,"UC902L - Black - 36"" - Cargo Trouser - Long",UC902,BK,Black,36,36,0,WORKWEAR,1000,1000,,5055682031618,0,220
902BK36R,"UC902R - Black - 36"" - Cargo Trouser - Reg",UC902,BK,Black,36,36,0,WORKWEAR,1000,1000,,5055682031878,0,2550
902BK36S,"UC902S - Black - 36"" - Cargo Trouser - Short",UC902,BK,Black,36,36,0,WORKWEAR,1000,1000,,5055682032134,0,220
902BK38L,"UC902L - Black - 38"" - Cargo Trouser - Long",UC902,BK,Black,38,38,0,WORKWEAR,1000,1000,,5055682031625,,
902BK38R,"UC902R - Black - 38"" - Cargo Trouser - Reg",UC902,BK,Black,38,38,0,WORKWEAR,1000,1000,,5055682031885,0,1350
902BK38S,"UC902S - Black - 38"" - Cargo Trouser - Short",UC902,BK,Black,38,38,0,WORKWEAR,1000,1000,,5055682032141,0,120
902BK40L,"UC902L - Black - 40"" - Cargo Trouser - Long",UC902,BK,Black,40,40,0,WORKWEAR,1000,1000,,5055682031632,0,20
902BK40R,"UC902R - Black - 40"" - Cargo Trouser - Reg",UC902,BK,Black,40,40,0,WORKWEAR,1000,1000,,5055682031892,0,150
902BK40S,"UC902S - Black - 40"" - Cargo Trouser - Short",UC902,BK,Black,40,40,0,WORKWEAR,120,120,,5055682032158,0,370
902BK42L,"UC902L - Black - 42"" - Cargo Trouser - Long",UC902,BK,Black,42,42,0,WORKWEAR,445,445,,5055682031649,0,150
902BK42R,"UC902R - Black - 42"" - Cargo Trouser - Reg",UC902,BK,Black,42,42,0,WORKWEAR,605,605,,5055682031908,0,170
902BK42S,"UC902S - Black - 42"" - Cargo Trouser - Short",UC902,BK,Black,42,42,0,WORKWEAR,81,81,,5055682032165,0,520
902BK44L,"UC902L - Black - 44"" - Cargo Trouser - Long",UC902,BK,Black,44,44,0,WORKWEAR,237,237,,5055682031656,,
902BK44R,"UC902R - Black - 44"" - Cargo Trouser - Reg",UC902,BK,Black,44,44,0,WORKWEAR,9,9,,5055682031915,0,350
902BK44S,"UC902S - Black - 44"" - Cargo Trouser - Short",UC902,BK,Black,44,44,0,WORKWEAR,106,106,,5055682032172,0,520
902BK46L,"UC902L - Black - 46"" - Cargo Trouser - Long",UC902,BK,Black,46,46,0,WORKWEAR,99,99,,5055682031663,,
902BK46R,"UC902R - Black - 46"" - Cargo Trouser - Reg",UC902,BK,Black,46,46,0,WORKWEAR,0,0,13/01/2022,5055682031922,0,100
902BK46S,"UC902S - Black - 46"" - Cargo Trouser - Short",UC902,BK,Black,46,46,0,WORKWEAR,248,248,,5055682032189,0,120
902BK48L,"UC902L - Black - 48"" - Cargo Trouser - Long",UC902,BK,Black,48,48,0,WORKWEAR,33,33,,5055682031670,,
902BK48R,"UC902R - Black - 48"" - Cargo Trouser - Reg",UC902,BK,Black,48,48,0,WORKWEAR,111,111,,5055682031939,0,50
902BK48S,"UC902S - Black - 48"" - Cargo Trouser - Short",UC902,BK,Black,48,48,0,WORKWEAR,49,49,,5055682032196,,
902BK50L,"UC902L - Black - 50"" - Cargo Trouser - Long",UC902,BK,Black,50,50,0,WORKWEAR,57,57,,5055682031687,,
902BK50R,"UC902R - Black - 50"" - Cargo Trouser - Reg",UC902,BK,Black,50,50,0,WORKWEAR,109,109,,5055682031946,0,70
902BK50S,"UC902S - Black - 50"" - Cargo Trouser - Short",UC902,BK,Black,50,50,0,WORKWEAR,159,159,,5055682032202,0,50
902BK52L,"UC902L - Black - 52"" - Cargo Trouser - Long",UC902,BK,Black,52,52,0,WORKWEAR,133,133,,5055682031694,,
902BK52R,"UC902R - Black - 52"" - Cargo Trouser - Reg",UC902,BK,Black,52,52,0,WORKWEAR,18,18,,5055682031953,0,50
902BK52S,"UC902S - Black - 52"" - Cargo Trouser - Short",UC902,BK,Black,52,52,0,WORKWEAR,33,33,,5055682032219,0,50
902NY28L,"UC902L - Navy - 28"" - Cargo Trouser - Long",UC902,NY,Navy,28,28,0,WORKWEAR,1000,1000,,5055682031700,0,200
902NY28R,"UC902R - Navy - 28"" - Cargo Trouser - Reg",UC902,NY,Navy,28,28,0,WORKWEAR,560,560,,5055682031960,,
902NY28S,"UC902S - Navy - 28"" - Cargo Trouser - Short",UC902,NY,Navy,28,28,0,WORKWEAR,108,108,,5055682032226,,
902NY30L,"UC902L - Navy - 30"" - Cargo Trouser - Long",UC902,NY,Navy,30,30,0,WORKWEAR,1000,1000,,5055682031717,,
902NY30R,"UC902R - Navy - 30"" - Cargo Trouser - Reg",UC902,NY,Navy,30,30,0,WORKWEAR,219,219,,5055682031977,0,100
902NY30S,"UC902S - Navy - 30"" - Cargo Trouser - Short",UC902,NY,Navy,30,30,0,WORKWEAR,376,376,,5055682032233,0,100
902NY32L,"UC902L - Navy - 32"" - Cargo Trouser - Long",UC902,NY,Navy,32,32,0,WORKWEAR,0,0,07/01/2022,5055682031724,0,640
902NY32R,"UC902R - Navy - 32"" - Cargo Trouser - Reg",UC902,NY,Navy,32,32,0,WORKWEAR,1000,1000,,5055682031984,0,1000
902NY32S,"UC902S - Navy - 32"" - Cargo Trouser - Short",UC902,NY,Navy,32,32,0,WORKWEAR,371,371,,5055682032240,0,350
902NY34L,"UC902L - Navy - 34"" - Cargo Trouser - Long",UC902,NY,Navy,34,34,0,WORKWEAR,931,931,,5055682031731,,
902NY34R,"UC902R - Navy - 34"" - Cargo Trouser - Reg",UC902,NY,Navy,34,34,0,WORKWEAR,998,998,,5055682031991,0,1200
902NY34S,"UC902S - Navy - 34"" - Cargo Trouser - Short",UC902,NY,Navy,34,34,0,WORKWEAR,236,236,,5055682032257,0,870
902NY36L,"UC902L - Navy - 36"" - Cargo Trouser - Long",UC902,NY,Navy,36,36,0,WORKWEAR,879,879,,5055682031748,0,120
902NY36R,"UC902R - Navy - 36"" - Cargo Trouser - Reg",UC902,NY,Navy,36,36,0,WORKWEAR,574,574,,5055682032004,0,1000
902NY36S,"UC902S - Navy - 36"" - Cargo Trouser - Short",UC902,NY,Navy,36,36,0,WORKWEAR,667,667,,5055682032264,,
902NY38L,"UC902L - Navy - 38"" - Cargo Trouser - Long",UC902,NY,Navy,38,38,0,WORKWEAR,1000,1000,,5055682031755,0,150
902NY38R,"UC902R - Navy - 38"" - Cargo Trouser - Reg",UC902,NY,Navy,38,38,0,WORKWEAR,452,452,,5055682032011,0,720
902NY38S,"UC902S - Navy - 38"" - Cargo Trouser - Short",UC902,NY,Navy,38,38,0,WORKWEAR,1000,1000,,5055682032271,,
902NY40L,"UC902L - Navy - 40"" - Cargo Trouser - Long",UC902,NY,Navy,40,40,0,WORKWEAR,269,269,,5055682031762,0,200
902NY40R,"UC902R - Navy - 40"" - Cargo Trouser - Reg",UC902,NY,Navy,40,40,0,WORKWEAR,796,796,,5055682032028,,
902NY40S,"UC902S - Navy - 40"" - Cargo Trouser - Short",UC902,NY,Navy,40,40,0,WORKWEAR,651,651,,5055682032288,0,50
902NY42L,"UC902L - Navy - 42"" - Cargo Trouser - Long",UC902,NY,Navy,42,42,0,WORKWEAR,530,530,,5055682031779,0,20
902NY42R,"UC902R - Navy - 42"" - Cargo Trouser - Reg",UC902,NY,Navy,42,42,0,WORKWEAR,515,515,,5055682032035,0,170
902NY42S,"UC902S - Navy - 42"" - Cargo Trouser - Short",UC902,NY,Navy,42,42,0,WORKWEAR,449,449,,5055682032295,0,170
902NY44L,"UC902L - Navy - 44"" - Cargo Trouser - Long",UC902,NY,Navy,44,44,0,WORKWEAR,41,41,,5055682031786,0,200
902NY44R,"UC902R - Navy - 44"" - Cargo Trouser - Reg",UC902,NY,Navy,44,44,0,WORKWEAR,441,441,,5055682032042,,
902NY44S,"UC902S - Navy - 44"" - Cargo Trouser - Short",UC902,NY,Navy,44,44,0,WORKWEAR,278,278,,5055682032301,,
902NY46L,"UC902L - Navy - 46"" - Cargo Trouser - Long",UC902,NY,Navy,46,46,0,WORKWEAR,143,143,,5055682031793,,
902NY46R,"UC902R - Navy - 46"" - Cargo Trouser - Reg",UC902,NY,Navy,46,46,0,WORKWEAR,51,51,,5055682032059,0,250
902NY46S,"UC902S - Navy - 46"" - Cargo Trouser - Short",UC902,NY,Navy,46,46,0,WORKWEAR,173,173,,5055682032318,0,170
902NY48L,"UC902L - Navy - 48"" - Cargo Trouser - Long",UC902,NY,Navy,48,48,0,WORKWEAR,380,380,,5055682031809,,
902NY48R,"UC902R - Navy - 48"" - Cargo Trouser - Reg",UC902,NY,Navy,48,48,0,WORKWEAR,243,243,,5055682032066,,
902NY48S,"UC902S - Navy - 48"" - Cargo Trouser - Short",UC902,NY,Navy,48,48,0,WORKWEAR,64,64,,5055682032325,0,170
902NY50L,"UC902L - Navy - 50"" - Cargo Trouser - Long",UC902,NY,Navy,50,50,0,WORKWEAR,232,232,,5055682031816,,
902NY50R,"UC902R - Navy - 50"" - Cargo Trouser - Reg",UC902,NY,Navy,50,50,0,WORKWEAR,9,9,,5055682032073,0,70
902NY50S,"UC902S - Navy - 50"" - Cargo Trouser - Short",UC902,NY,Navy,50,50,0,WORKWEAR,294,294,,5055682032332,,
902NY52L,"UC902L - Navy - 52"" - Cargo Trouser - Long",UC902,NY,Navy,52,52,0,WORKWEAR,374,374,,5055682031823,,
902NY52R,"UC902R - Navy - 52"" - Cargo Trouser - Reg",UC902,NY,Navy,52,52,0,WORKWEAR,84,84,,5055682032080,,
902NY52S,"UC902S - Navy - 52"" - Cargo Trouser - Short",UC902,NY,Navy,52,52,0,WORKWEAR,221,221,,5055682032349,,
903BK28L,"UC903L - Black - 28"" - Action Trouser - Long",UC903,BK,Black,28,28,0,WORKWEAR,1000,1000,,5055682032356,,
903BK28R,"UC903R - Black - 28"" - Action Trouser - Reg",UC903,BK,Black,28,28,0,WORKWEAR,44,44,,5055682032615,0,100
903BK30L,"UC903L - Black - 30"" - Action Trouser - Long",UC903,BK,Black,30,30,0,WORKWEAR,678,678,,5055682032363,0,20
903BK30R,"UC903R - Black - 30"" - Action Trouser - Reg",UC903,BK,Black,30,30,0,WORKWEAR,221,221,,5055682032622,0,50
903BK32L,"UC903L - Black - 32"" - Action Trouser - Long",UC903,BK,Black,32,32,0,WORKWEAR,673,673,,5055682032370,0,50
903BK32R,"UC903R - Black - 32"" - Action Trouser - Reg",UC903,BK,Black,32,32,0,WORKWEAR,262,262,,5055682032639,0,70
903BK34L,"UC903L - Black - 34"" - Action Trouser - Long",UC903,BK,Black,34,34,0,WORKWEAR,1000,1000,,5055682032387,0,70
903BK34R,"UC903R - Black - 34"" - Action Trouser - Reg",UC903,BK,Black,34,34,0,WORKWEAR,0,0,08/01/2022,5055682032646,0,1250
903BK36L,"UC903L - Black - 36"" - Action Trouser - Long",UC903,BK,Black,36,36,0,WORKWEAR,901,901,,5055682032394,0,50
903BK36R,"UC903R - Black - 36"" - Action Trouser - Reg",UC903,BK,Black,36,36,0,WORKWEAR,730,730,,5055682032653,0,100
903BK38L,"UC903L - Black - 38"" - Action Trouser - Long",UC903,BK,Black,38,38,0,WORKWEAR,439,439,,5055682032400,0,20
903BK38R,"UC903R - Black - 38"" - Action Trouser - Reg",UC903,BK,Black,38,38,0,WORKWEAR,42,42,,5055682032660,0,250
903BK40L,"UC903L - Black - 40"" - Action Trouser - Long",UC903,BK,Black,40,40,0,WORKWEAR,625,625,,5055682032417,0,20
903BK40R,"UC903R - Black - 40"" - Action Trouser - Reg",UC903,BK,Black,40,40,0,WORKWEAR,424,424,,5055682032677,0,50
903BK42L,"UC903L - Black - 42"" - Action Trouser - Long",UC903,BK,Black,42,42,0,WORKWEAR,928,928,,5055682032424,,
903BK42R,"UC903R - Black - 42"" - Action Trouser - Reg",UC903,BK,Black,42,42,0,WORKWEAR,195,195,,5055682032684,0,20
903BK44L,"UC903L - Black - 44"" - Action Trouser - Long",UC903,BK,Black,44,44,0,WORKWEAR,1000,1000,,5055682032431,,
903BK44R,"UC903R - Black - 44"" - Action Trouser - Reg",UC903,BK,Black,44,44,0,WORKWEAR,990,990,,5055682032691,0,20
903BK46L,"UC903L - Black - 46"" - Action Trouser - Long",UC903,BK,Black,46,46,0,WORKWEAR,992,992,,5055682032448,,
903BK46R,"UC903R - Black - 46"" - Action Trouser - Reg",UC903,BK,Black,46,46,0,WORKWEAR,955,955,,5055682032707,,
903BK48L,"UC903L - Black - 48"" - Action Trouser - Long",UC903,BK,Black,48,48,0,WORKWEAR,779,779,,5055682032455,,
903BK48R,"UC903R - Black - 48"" - Action Trouser - Reg",UC903,BK,Black,48,48,0,WORKWEAR,981,981,,5055682032714,,
903BK50L,"UC903L - Black - 50"" - Action Trouser - Long",UC903,BK,Black,50,50,0,WORKWEAR,761,761,,5055682032462,,
903BK50R,"UC903R - Black - 50"" - Action Trouser - Reg",UC903,BK,Black,50,50,0,WORKWEAR,989,989,,5055682032721,,
903BK52L,"UC903L - Black - 52"" - Action Trouser - Long",UC903,BK,Black,52,52,0,WORKWEAR,712,712,,5055682032479,,
903BK52R,"UC903R - Black - 52"" - Action Trouser - Reg",UC903,BK,Black,52,52,0,WORKWEAR,523,523,,5055682032738,,
903NY28L,"UC903L - Navy - 28"" - Action Trouser - Long",UC903,NY,Navy,28,28,0,WORKWEAR,1000,1000,,5055682032486,,
903NY28R,"UC903R - Navy - 28"" - Action Trouser - Reg",UC903,NY,Navy,28,28,0,WORKWEAR,134,134,,5055682032745,0,20
903NY30L,"UC903L - Navy - 30"" - Action Trouser - Long",UC903,NY,Navy,30,30,0,WORKWEAR,1000,1000,,5055682032493,,
903NY30R,"UC903R - Navy - 30"" - Action Trouser - Reg",UC903,NY,Navy,30,30,0,WORKWEAR,297,297,,5055682032752,0,50
903NY32L,"UC903L - Navy - 32"" - Action Trouser - Long",UC903,NY,Navy,32,32,0,WORKWEAR,764,764,,5055682032509,,
903NY32R,"UC903R - Navy - 32"" - Action Trouser - Reg",UC903,NY,Navy,32,32,0,WORKWEAR,0,0,13/01/2022,5055682032769,0,70
903NY34L,"UC903L - Navy - 34"" - Action Trouser - Long",UC903,NY,Navy,34,34,0,WORKWEAR,250,250,,5055682032516,,
903NY34R,"UC903R - Navy - 34"" - Action Trouser - Reg",UC903,NY,Navy,34,34,0,WORKWEAR,802,802,,5055682032776,0,70
903NY36L,"UC903L - Navy - 36"" - Action Trouser - Long",UC903,NY,Navy,36,36,0,WORKWEAR,168,168,,5055682032523,,
903NY36R,"UC903R - Navy - 36"" - Action Trouser - Reg",UC903,NY,Navy,36,36,0,WORKWEAR,325,325,,5055682032783,0,70
903NY38L,"UC903L - Navy - 38"" - Action Trouser - Long",UC903,NY,Navy,38,38,0,WORKWEAR,114,114,,5055682032530,,
903NY38R,"UC903R - Navy - 38"" - Action Trouser - Reg",UC903,NY,Navy,38,38,0,WORKWEAR,123,123,,5055682032790,0,50
903NY40L,"UC903L - Navy - 40"" - Action Trouser - Long",UC903,NY,Navy,40,40,0,WORKWEAR,974,974,,5055682032547,,
903NY40R,"UC903R - Navy - 40"" - Action Trouser - Reg",UC903,NY,Navy,40,40,0,WORKWEAR,197,197,,5055682032806,0,20
903NY42L,"UC903L - Navy - 42"" - Action Trouser - Long",UC903,NY,Navy,42,42,0,WORKWEAR,819,819,,5055682032554,,
903NY42R,"UC903R - Navy - 42"" - Action Trouser - Reg",UC903,NY,Navy,42,42,0,WORKWEAR,71,71,,5055682032813,0,100
903NY44L,"UC903L - Navy - 44"" - Action Trouser - Long",UC903,NY,Navy,44,44,0,WORKWEAR,1000,1000,,5055682032561,,
903NY44R,"UC903R - Navy - 44"" - Action Trouser - Reg",UC903,NY,Navy,44,44,0,WORKWEAR,701,701,,5055682032820,,
903NY46L,"UC903L - Navy - 46"" - Action Trouser - Long",UC903,NY,Navy,46,46,0,WORKWEAR,1000,1000,,5055682032578,,
903NY46R,"UC903R - Navy - 46"" - Action Trouser - Reg",UC903,NY,Navy,46,46,0,WORKWEAR,1000,1000,,5055682032837,,
903NY48L,"UC903L - Navy - 48"" - Action Trouser - Long",UC903,NY,Navy,48,48,0,WORKWEAR,738,738,,5055682032585,,
903NY48R,"UC903R - Navy - 48"" - Action Trouser - Reg",UC903,NY,Navy,48,48,0,WORKWEAR,504,504,,5055682032844,,
